Customer ID,Age,Gender,Location,Interests,Preferences,Income,Education,Occupation
CUST0068,35,Male,Miami,Fashion,Eco-friendly,40345,Master's,Scientist
CUST0069,43,Female,Miami,Health,High-end,71185,Bachelor's,Artist
CUST0070,61,Male,Los Angeles,Health,Budget,145464,Master's,Doctor
CUST0071,51,Male,Los Angeles,Health,Premium,122949,High School,Doctor
CUST0072,27,Female,Miami,Gaming,Premium,100744,Bachelor's,Entrepreneur
CUST0073,53,Female,Miami,Travel,Eco-friendly,63455,Bachelor's,Engineer
CUST0074,31,Female,Miami,Finance,Premium,145217,High School,Teacher
CUST0075,48,Female,Los Angeles,Health,Eco-friendly,58018,Master's,Doctor
CUST0076,32,Female,Miami,Fashion,Eco-friendly,84219,PhD,Teacher
CUST0077,25,Male,Miami,Fashion,Budget,75991,High School,Scientist
CUST0078,31,Male,Houston,Health,Budget,103616,PhD,Teacher
CUST0079,40,Male,New York,Health,High-end,117438,PhD,Engineer
CUST0080,57,Female,Chicago,Finance,Budget,146841,High School,Engineer
CUST0081,38,Female,New York,Health,Budget,39486,Master's,Teacher
CUST0082,33,Male,Houston,Finance,Eco-friendly,68862,PhD,Artist
CUST0083,62,Male,Chicago,Fashion,Budget,88870,High School,Doctor
CUST0084,35,Female,Miami,Health,Eco-friendly,116694,Bachelor's,Artist
CUST0085,64,Male,Houston,Gaming,Eco-friendly,135996,Bachelor's,Teacher
CUST0086,41,Female,Miami,Gaming,Budget,73856,Bachelor's,Doctor
CUST0087,43,Female,Los Angeles,Fashion,High-end,131407,High School,Entrepreneur
CUST0088,42,Female,San Francisco,Finance,High-end,130744,Bachelor's,Artist
CUST0089,62,Male,Houston,Gaming,Premium,116055,PhD,Artist
CUST0090,58,Female,Los Angeles,Finance,Premium,61379,Bachelor's,Teacher
CUST0091,46,Female,Houston,Gaming,Budget,94729,Bachelor's,Scientist
CUST0092,32,Female,Houston,Gaming,High-end,58378,PhD,Teacher
CUST0093,62,Female,Los Angeles,Finance,Eco-friendly,135428,Bachelor's,Artist
CUST0094,18,Female,Chicago,Travel,Premium,84353,PhD,Doctor
CUST0095,42,Female,New York,Gaming,Eco-friendly,79996,Bachelor's,Scientist
CUST0096,24,Male,Miami,Health,Premium,44031,PhD,Teacher
CUST0097,26,Female,Houston,Fashion,Budget,110072,Bachelor's,Teacher
CUST0098,41,Female,Miami,Travel,High-end,95982,PhD,Artist
CUST0099,18,Male,San Francisco,Finance,Premium,66683,High School,Artist
CUST0100,61,Female,Los Angeles,Travel,High-end,144091,PhD,Entrepreneur
CUST0101,25,Female,Miami,Tech,Eco-friendly,147797,Bachelor's,Teacher
CUST0102,41,Female,Los Angeles,Tech,Budget,47618,Bachelor's,Artist
CUST0103,28,Male,Miami,Gaming,High-end,36587,Master's,Engineer
CUST0104,34,Male,New York,Gaming,Budget,92790,PhD,Scientist
CUST0105,25,Non-Binary,New York,Health,High-end,61480,High School,Engineer
CUST0106,52,Female,New York,Fashion,Eco-friendly,128530,PhD,Scientist
CUST0107,52,Male,New York,Travel,Eco-friendly,50527,PhD,Teacher
CUST0108,50,Female,New York,Tech,Budget,53569,High School,Entrepreneur
CUST0109,22,Female,New York,Gaming,Eco-friendly,41151,PhD,Artist
CUST0110,59,Female,Los Angeles,Fashion,Premium,101094,High School,Artist
CUST0111,56,Female,Houston,Travel,High-end,89174,High School,Artist
CUST0112,58,Male,Miami,Gaming,Eco-friendly,74739,PhD,Teacher
CUST0113,45,Male,New York,Gaming,Premium,62954,PhD,Scientist
CUST0114,24,Male,Los Angeles,Tech,Budget,142984,Bachelor's,Artist
CUST0115,26,Female,Los Angeles,Tech,Premium,142863,Bachelor's,Engineer
CUST0116,25,Male,Los Angeles,Gaming,Budget,139373,Master's,Artist
CUST0117,29,Male,Houston,Finance,Budget,65303,Master's,Teacher
CUST0118,51,Male,Miami,Gaming,High-end,64700,PhD,Entrepreneur
CUST0119,50,Female,Houston,Fashion,High-end,123036,High School,Engineer
CUST0120,40,Female,Chicago,Gaming,Premium,97568,Master's,Artist
CUST0121,41,Male,Los Angeles,Health,High-end,96788,PhD,Artist
CUST0122,54,Male,Chicago,Health,High-end,101045,Master's,Doctor
CUST0123,52,Female,San Francisco,Health,High-end,67842,High School,Scientist
CUST0124,61,Male,New York,Finance,Premium,43900,PhD,Engineer
CUST0125,57,Male,New York,Finance,Eco-friendly,110059,High School,Doctor
CUST0126,39,Male,Houston,Gaming,High-end,31881,PhD,Entrepreneur
CUST0127,44,Male,Miami,Health,High-end,63037,Master's,Scientist
CUST0128,52,Male,Chicago,Finance,Premium,31630,Bachelor's,Engineer
CUST0129,18,Female,Miami,Tech,Eco-friendly,50789,Master's,Artist
CUST0130,52,Male,Houston,Gaming,High-end,118059,Master's,Engineer
CUST0131,54,Female,New York,Fashion,Budget,113494,Bachelor's,Artist
CUST0132,64,Male,Miami,Travel,Premium,76151,Bachelor's,Scientist
CUST0133,31,Female,Miami,Gaming,High-end,78920,PhD,Artist
CUST0134,20,Female,New York,Travel,High-end,139388,PhD,Entrepreneur
CUST0135,18,Male,Chicago,Health,Budget,97231,High School,Teacher
CUST0136,22,Female,New York,Travel,Budget,147946,High School,Artist
CUST0137,43,Male,Miami,Health,Premium,110357,Master's,Entrepreneur
CUST0138,31,Non-Binary,Chicago,Tech,Premium,33262,Bachelor's,Teacher
CUST0139,56,Male,Chicago,Travel,Budget,96981,High School,Scientist
CUST0140,44,Male,New York,Gaming,Premium,111972,Master's,Scientist
CUST0141,26,Male,Miami,Health,Budget,105485,Bachelor's,Engineer
CUST0142,32,Non-Binary,Houston,Gaming,High-end,84722,PhD,Entrepreneur
CUST0143,32,Female,Miami,Finance,Budget,119499,Master's,Entrepreneur
CUST0144,43,Female,Los Angeles,Health,Budget,80818,PhD,Doctor
CUST0145,59,Male,San Francisco,Travel,Eco-friendly,59932,High School,Doctor
CUST0146,30,Female,Houston,Health,Budget,36901,High School,Teacher
CUST0147,49,Male,Chicago,Gaming,Budget,147473,Bachelor's,Teacher
CUST0148,56,Female,Houston,Tech,Eco-friendly,129023,Master's,Doctor
CUST0149,49,Male,Chicago,Health,Premium,38597,PhD,Teacher
CUST0150,21,Male,Chicago,Travel,Eco-friendly,93909,Bachelor's,Artist
CUST0151,47,Male,Houston,Finance,High-end,102391,High School,Doctor
CUST0152,54,Male,Chicago,Fashion,Eco-friendly,114214,High School,Entrepreneur
CUST0153,40,Female,Chicago,Tech,High-end,38263,Master's,Artist
CUST0154,56,Male,Los Angeles,Finance,Premium,93293,PhD,Teacher
CUST0155,62,Female,Miami,Health,Eco-friendly,142824,Master's,Scientist
CUST0156,32,Male,Miami,Gaming,Eco-friendly,55805,PhD,Engineer
CUST0157,60,Female,San Francisco,Gaming,Premium,121679,PhD,Doctor
CUST0158,46,Male,San Francisco,Travel,High-end,41874,Master's,Scientist
CUST0159,53,Male,Los Angeles,Gaming,Eco-friendly,123065,Bachelor's,Teacher
CUST0160,30,Female,San Francisco,Tech,High-end,116402,Master's,Entrepreneur
CUST0161,49,Male,Houston,Gaming,Eco-friendly,44079,Master's,Engineer
CUST0162,24,Male,New York,Travel,Budget,79850,High School,Scientist
CUST0163,39,Female,New York,Fashion,Eco-friendly,102779,High School,Engineer
CUST0164,45,Female,New York,Health,Premium,125408,Master's,Doctor
CUST0165,19,Male,Los Angeles,Health,Premium,39018,Master's,Teacher
CUST0166,59,Male,Los Angeles,Gaming,High-end,79500,High School,Entrepreneur
CUST0167,62,Female,Chicago,Finance,Eco-friendly,42100,PhD,Teacher
CUST0168,23,Male,New York,Health,High-end,87021,Master's,Engineer
CUST0169,45,Male,Houston,Fashion,High-end,144995,Bachelor's,Scientist
CUST0170,45,Male,San Francisco,Gaming,Budget,49800,Bachelor's,Doctor
CUST0171,61,Female,Houston,Travel,Budget,93400,Bachelor's,Doctor
CUST0172,61,Female,San Francisco,Fashion,Premium,122446,Master's,Teacher
CUST0173,37,Male,New York,Gaming,High-end,59437,PhD,Scientist
CUST0174,47,Male,New York,Fashion,Premium,133124,PhD,Scientist
CUST0175,28,Male,New York,Health,Eco-friendly,106537,High School,Engineer
CUST0176,45,Female,Los Angeles,Travel,High-end,76675,Master's,Teacher
CUST0177,42,Male,San Francisco,Gaming,High-end,49942,PhD,Teacher
CUST0178,56,Male,Los Angeles,Tech,Eco-friendly,50862,Master's,Artist
CUST0179,50,Female,Los Angeles,Travel,Eco-friendly,41669,High School,Teacher
CUST0180,18,Male,Miami,Tech,Premium,83772,High School,Doctor
CUST0181,44,Female,Houston,Fashion,Premium,45916,High School,Engineer
CUST0182,30,Male,Houston,Finance,Eco-friendly,40878,Bachelor's,Scientist
CUST0183,58,Male,Chicago,Travel,Premium,32985,Master's,Teacher
CUST0184,20,Male,Los Angeles,Fashion,Eco-friendly,127905,High School,Engineer
CUST0185,56,Female,San Francisco,Tech,High-end,103648,Master's,Teacher
CUST0186,23,Female,Miami,Health,High-end,71235,Bachelor's,Scientist
CUST0187,25,Female,Miami,Health,Budget,48931,Bachelor's,Entrepreneur
CUST0188,44,Male,Houston,Finance,High-end,122876,High School,Scientist
CUST0189,26,Female,Los Angeles,Travel,Eco-friendly,30336,High School,Scientist
CUST0190,54,Male,Chicago,Travel,Premium,72933,PhD,Scientist
CUST0191,50,Male,Los Angeles,Travel,Budget,114899,Master's,Teacher
CUST0192,59,Female,New York,Fashion,Premium,75536,High School,Artist
CUST0193,61,Male,Los Angeles,Finance,Eco-friendly,99504,PhD,Scientist
CUST0194,41,Male,New York,Travel,High-end,129214,Master's,Doctor
CUST0195,32,Male,New York,Fashion,Budget,81148,High School,Doctor
CUST0196,49,Male,Chicago,Health,Eco-friendly,143936,PhD,Engineer
CUST0197,49,Male,San Francisco,Tech,Budget,46279,PhD,Artist
CUST0198,41,Female,Houston,Fashion,Budget,98665,Master's,Engineer
CUST0199,58,Male,Los Angeles,Health,High-end,133751,PhD,Doctor
CUST0200,29,Female,New York,Health,Eco-friendly,134433,Master's,Doctor
CUST0201,56,Female,Los Angeles,Tech,Premium,101386,Master's,Entrepreneur
CUST0202,19,Male,San Francisco,Health,Budget,116124,Master's,Scientist
CUST0203,20,Male,Houston,Finance,Budget,135750,Bachelor's,Doctor
CUST0204,54,Male,San Francisco,Tech,Premium,107485,PhD,Teacher
CUST0205,34,Female,Houston,Health,Eco-friendly,104055,Master's,Teacher
CUST0206,19,Male,Miami,Gaming,Budget,121911,High School,Engineer
CUST0207,19,Female,Houston,Fashion,Budget,128618,Bachelor's,Engineer
CUST0208,45,Male,Chicago,Health,Budget,107273,Bachelor's,Scientist
CUST0209,40,Female,San Francisco,Finance,Eco-friendly,96670,PhD,Scientist
CUST0210,54,Male,New York,Travel,Eco-friendly,106474,Master's,Entrepreneur
CUST0211,49,Male,Miami,Health,Premium,84028,PhD,Artist
CUST0212,50,Female,Chicago,Travel,Eco-friendly,120022,Bachelor's,Engineer
CUST0213,18,Female,Los Angeles,Gaming,Eco-friendly,143892,Master's,Scientist
CUST0214,36,Male,San Francisco,Health,High-end,121632,High School,Engineer
CUST0215,19,Female,New York,Tech,Premium,136651,Master's,Scientist
CUST0216,61,Female,Houston,Travel,Budget,101128,Bachelor's,Doctor
CUST0217,43,Female,New York,Gaming,Eco-friendly,48108,High School,Engineer
CUST0218,49,Female,Los Angeles,Tech,Budget,82495,Master's,Doctor
CUST0219,23,Male,Miami,Tech,Budget,112806,High School,Engineer
CUST0220,49,Male,Miami,Tech,High-end,123185,High School,Artist
CUST0221,21,Male,San Francisco,Tech,Eco-friendly,106533,Bachelor's,Entrepreneur
CUST0222,28,Female,Miami,Health,Premium,129025,High School,Teacher
CUST0223,34,Female,San Francisco,Fashion,Eco-friendly,86830,PhD,Teacher
CUST0224,55,Male,San Francisco,Health,Budget,104640,Bachelor's,Teacher
CUST0225,41,Male,San Francisco,Health,Premium,82509,PhD,Doctor
CUST0226,22,Female,Houston,Gaming,Eco-friendly,96406,High School,Scientist
CUST0227,51,Non-Binary,Chicago,Gaming,Budget,124220,PhD,Teacher
CUST0228,23,Female,San Francisco,Fashion,Budget,69519,Master's,Artist
CUST0229,39,Male,San Francisco,Gaming,High-end,79649,High School,Teacher
CUST0230,28,Male,Chicago,Finance,High-end,64524,Master's,Engineer
CUST0231,33,Male,New York,Fashion,High-end,126493,PhD,Doctor
CUST0232,50,Female,San Francisco,Gaming,Budget,63885,Master's,Engineer
CUST0233,26,Male,Houston,Fashion,Eco-friendly,74369,High School,Engineer
CUST0234,23,Female,Miami,Health,High-end,131132,Master's,Engineer
CUST0235,33,Male,Miami,Health,Eco-friendly,125402,PhD,Entrepreneur
CUST0236,46,Female,Los Angeles,Fashion,High-end,60676,PhD,Entrepreneur
CUST0237,20,Female,Los Angeles,Finance,Premium,94093,PhD,Scientist
CUST0238,37,Female,Miami,Finance,Premium,77764,High School,Doctor
CUST0239,53,Male,Miami,Fashion,High-end,80799,PhD,Artist
CUST0240,36,Male,Houston,Gaming,Budget,109414,High School,Artist
CUST0241,43,Male,Chicago,Travel,High-end,135296,Master's,Artist
CUST0242,20,Female,Los Angeles,Finance,High-end,123095,PhD,Engineer
CUST0243,36,Female,Chicago,Tech,Budget,142082,Master's,Entrepreneur
CUST0244,37,Female,Houston,Health,Premium,102307,Bachelor's,Doctor
CUST0245,49,Female,Miami,Fashion,Eco-friendly,112062,Master's,Engineer
CUST0246,24,Female,San Francisco,Tech,High-end,125432,Bachelor's,Entrepreneur
CUST0247,58,Male,Chicago,Fashion,Budget,61923,Master's,Entrepreneur
CUST0248,50,Female,Miami,Health,High-end,147449,High School,Teacher
CUST0249,57,Male,Miami,Health,Budget,131739,Master's,Teacher
CUST0250,56,Male,New York,Finance,Eco-friendly,134926,High School,Doctor
CUST0251,35,Female,Chicago,Finance,Eco-friendly,108388,High School,Doctor
CUST0252,57,Male,San Francisco,Tech,Premium,77574,PhD,Doctor
CUST0253,18,Male,Chicago,Fashion,Budget,73391,High School,Engineer
CUST0254,28,Female,Miami,Health,Budget,83664,Bachelor's,Scientist
CUST0255,45,Male,San Francisco,Tech,Premium,97384,PhD,Doctor
CUST0256,42,Female,Houston,Travel,Premium,61027,PhD,Teacher
CUST0257,40,Male,New York,Tech,Budget,65464,Master's,Scientist
CUST0258,48,Male,Miami,Gaming,Premium,64485,High School,Engineer
CUST0259,47,Male,Los Angeles,Tech,Eco-friendly,49456,High School,Scientist
CUST0260,59,Male,Los Angeles,Gaming,High-end,104795,Bachelor's,Artist
CUST0261,52,Female,New York,Gaming,Eco-friendly,65554,Master's,Scientist
CUST0262,24,Male,Houston,Gaming,Premium,76922,Master's,Doctor
CUST0263,33,Female,Miami,Travel,Budget,43409,PhD,Engineer
CUST0264,43,Male,Chicago,Tech,Budget,99327,PhD,Doctor
CUST0265,19,Female,New York,Tech,Eco-friendly,121400,PhD,Teacher
CUST0266,18,Female,Houston,Travel,Budget,66639,Bachelor's,Artist
CUST0267,29,Female,Chicago,Health,Premium,130110,Bachelor's,Teacher
CUST0268,22,Male,Los Angeles,Finance,Eco-friendly,93627,PhD,Doctor
CUST0269,54,Male,Los Angeles,Tech,Budget,113424,Master's,Doctor
CUST0270,49,Male,Chicago,Finance,High-end,49692,Bachelor's,Doctor
CUST0271,26,Female,New York,Fashion,High-end,119037,Master's,Entrepreneur
CUST0272,58,Male,Los Angeles,Fashion,Premium,108840,Master's,Artist
CUST0273,52,Female,Miami,Travel,Budget,84200,High School,Doctor
CUST0274,36,Female,San Francisco,Fashion,Premium,123063,PhD,Doctor
CUST0275,33,Male,Chicago,Fashion,Eco-friendly,87415,High School,Teacher
CUST0276,20,Female,Chicago,Health,High-end,48074,PhD,Teacher
CUST0277,37,Male,Los Angeles,Health,Eco-friendly,45549,PhD,Doctor
CUST0278,41,Male,New York,Health,Budget,59963,Master's,Engineer
CUST0279,50,Female,Miami,Fashion,Premium,121456,PhD,Entrepreneur
CUST0280,41,Female,New York,Travel,Premium,126362,Master's,Teacher
CUST0281,28,Female,Houston,Gaming,Premium,131607,Master's,Engineer
CUST0282,25,Male,Houston,Gaming,Eco-friendly,82265,PhD,Entrepreneur
CUST0283,53,Male,San Francisco,Finance,High-end,46061,Master's,Doctor
CUST0284,55,Female,Los Angeles,Gaming,Eco-friendly,88226,Master's,Artist
CUST0285,57,Female,Los Angeles,Gaming,Eco-friendly,58810,Master's,Scientist
CUST0286,37,Female,Los Angeles,Health,Budget,90006,Bachelor's,Scientist
CUST0287,52,Male,San Francisco,Health,Budget,143502,Master's,Doctor
CUST0288,42,Female,Houston,Fashion,Budget,52800,Bachelor's,Teacher
CUST0289,52,Male,New York,Finance,High-end,146192,Bachelor's,Engineer
CUST0290,42,Male,San Francisco,Tech,High-end,138959,Master's,Artist
CUST0291,46,Female,San Francisco,Finance,Budget,137228,Master's,Entrepreneur
CUST0292,35,Male,New York,Finance,Budget,105476,Bachelor's,Doctor
CUST0293,63,Female,Los Angeles,Travel,High-end,99460,Bachelor's,Artist
CUST0294,35,Male,Miami,Fashion,Premium,87767,Master's,Artist
CUST0295,19,Male,New York,Travel,High-end,58054,Master's,Teacher
CUST0296,52,Female,Houston,Finance,High-end,105319,PhD,Entrepreneur
CUST0297,33,Female,Chicago,Finance,High-end,132789,Bachelor's,Artist
CUST0298,58,Female,Chicago,Finance,Budget,75397,Bachelor's,Teacher
CUST0299,53,Female,San Francisco,Gaming,Premium,43233,PhD,Engineer
CUST0300,50,Female,Chicago,Travel,High-end,141205,Bachelor's,Teacher
CUST0301,21,Female,Miami,Finance,Budget,120020,High School,Engineer
CUST0302,50,Female,Los Angeles,Health,Eco-friendly,55068,Bachelor's,Engineer
CUST0303,31,Male,Houston,Fashion,Eco-friendly,95727,PhD,Artist
CUST0304,38,Female,Miami,Fashion,High-end,120610,High School,Teacher
CUST0305,37,Male,Houston,Health,Eco-friendly,100453,Master's,Engineer
CUST0306,25,Non-Binary,Houston,Fashion,Premium,134135,PhD,Entrepreneur
CUST0307,24,Female,Los Angeles,Gaming,Eco-friendly,55832,PhD,Artist
CUST0308,20,Male,San Francisco,Gaming,Eco-friendly,138464,Master's,Teacher
CUST0309,34,Female,Chicago,Tech,Premium,116242,PhD,Teacher
CUST0310,50,Female,Los Angeles,Tech,High-end,43682,Bachelor's,Scientist
CUST0311,29,Male,Miami,Tech,High-end,122298,Master's,Teacher
CUST0312,39,Female,San Francisco,Fashion,Premium,53383,PhD,Artist
CUST0313,39,Female,Miami,Gaming,Premium,88160,Master's,Entrepreneur
CUST0314,63,Male,San Francisco,Gaming,Premium,123332,Master's,Teacher
CUST0315,47,Female,Miami,Gaming,Eco-friendly,53666,Master's,Scientist
CUST0316,55,Male,Los Angeles,Health,Premium,88817,High School,Artist
CUST0317,55,Female,San Francisco,Gaming,Budget,121198,PhD,Engineer
CUST0318,62,Non-Binary,San Francisco,Health,Eco-friendly,140695,High School,Doctor
CUST0319,25,Female,Houston,Tech,High-end,64642,PhD,Doctor
CUST0320,44,Male,Houston,Tech,High-end,71830,Bachelor's,Engineer
CUST0321,44,Female,New York,Fashion,High-end,133067,Bachelor's,Teacher
CUST0322,51,Female,Miami,Tech,Eco-friendly,40234,Bachelor's,Doctor
CUST0323,38,Male,Houston,Fashion,Budget,87616,PhD,Doctor
CUST0324,47,Female,New York,Finance,Premium,39221,Master's,Engineer
CUST0325,50,Male,Houston,Finance,Premium,41410,Master's,Teacher
CUST0326,45,Female,Miami,Travel,High-end,110055,High School,Teacher
CUST0327,64,Male,San Francisco,Fashion,High-end,91413,High School,Engineer
CUST0328,50,Male,Chicago,Travel,Eco-friendly,31051,Bachelor's,Teacher
CUST0329,22,Male,Miami,Travel,Budget,140529,High School,Teacher
CUST0330,36,Female,Los Angeles,Finance,Premium,105301,PhD,Artist
CUST0331,21,Male,Houston,Fashion,Eco-friendly,106918,PhD,Artist
CUST0332,52,Female,Houston,Finance,Premium,108116,High School,Engineer
CUST0333,34,Male,San Francisco,Travel,High-end,86563,High School,Entrepreneur
CUST0334,61,Male,Los Angeles,Fashion,Premium,127859,High School,Doctor
CUST0335,45,Female,San Francisco,Travel,Budget,74757,High School,Artist
CUST0336,47,Female,Los Angeles,Gaming,Budget,107475,Bachelor's,Doctor
CUST0337,46,Male,Chicago,Fashion,High-end,81257,Bachelor's,Scientist
CUST0338,63,Female,Houston,Fashion,Budget,125500,High School,Engineer
CUST0339,23,Female,Houston,Travel,Budget,30307,PhD,Entrepreneur
CUST0340,52,Female,Chicago,Gaming,Eco-friendly,86889,Bachelor's,Scientist
CUST0341,58,Male,New York,Health,Premium,98895,PhD,Scientist
CUST0342,54,Male,San Francisco,Finance,High-end,125184,Master's,Teacher
CUST0343,41,Female,Chicago,Travel,High-end,65944,PhD,Scientist
CUST0344,46,Male,San Francisco,Fashion,High-end,129555,High School,Engineer
CUST0345,63,Female,Miami,Finance,High-end,68134,Master's,Artist
CUST0346,48,Female,Houston,Finance,High-end,57323,Bachelor's,Engineer
CUST0347,52,Female,San Francisco,Finance,Budget,146205,Bachelor's,Artist
CUST0348,50,Female,Los Angeles,Health,Eco-friendly,101762,Master's,Scientist
CUST0349,38,Non-Binary,San Francisco,Tech,High-end,117225,PhD,Scientist
CUST0350,49,Male,Miami,Travel,Eco-friendly,126507,Bachelor's,Entrepreneur
CUST0351,40,Female,Houston,Tech,Eco-friendly,55954,High School,Artist
CUST0352,50,Male,Chicago,Tech,Budget,85021,Master's,Scientist
CUST0353,20,Male,Miami,Tech,High-end,119959,High School,Teacher
CUST0354,35,Female,Houston,Finance,Budget,125927,Master's,Doctor
CUST0355,42,Female,San Francisco,Gaming,High-end,109866,Bachelor's,Entrepreneur
CUST0356,59,Non-Binary,New York,Finance,Budget,100427,PhD,Engineer
CUST0357,48,Female,New York,Finance,Eco-friendly,34992,Master's,Entrepreneur
CUST0358,20,Male,Los Angeles,Fashion,High-end,31961,Master's,Doctor
CUST0359,57,Male,Houston,Fashion,Premium,42497,High School,Artist
CUST0360,63,Female,New York,Tech,Eco-friendly,147551,Bachelor's,Engineer
CUST0361,41,Male,Chicago,Finance,Premium,62551,High School,Engineer
CUST0362,49,Male,Houston,Tech,Eco-friendly,106384,Bachelor's,Artist
CUST0363,64,Male,Chicago,Fashion,Budget,85755,High School,Entrepreneur
CUST0364,39,Male,Chicago,Gaming,High-end,43255,Master's,Scientist
CUST0365,40,Male,New York,Travel,Eco-friendly,34567,High School,Entrepreneur
CUST0366,19,Male,Houston,Tech,Budget,78847,PhD,Doctor
CUST0367,44,Male,San Francisco,Gaming,High-end,134817,Bachelor's,Teacher
CUST0368,59,Male,Miami,Travel,High-end,78003,Bachelor's,Scientist
